"species"	"month"	"year"	"age.years"	"ind.code"	"Plot"	"Subplot"	"species.group"	"Trunks"	"Total.height.m"	"crown.diameter1.m"	"crown.diameter2.m"	"crown.height.m"	"species.status"	"DBH.cm"	"RCD.cm"
"Guazuma ulmifolia"	"December"	2014	4	"2424gu.ul"	2	3	"filling"	1	8.25	4.83	4.35	3.75	1	16.5330044540933	14.55
"Guazuma ulmifolia"	"August"	2019	8.5	"2424gu.ul"	2	3	"filling"	1	17.2	9.45	13.8	10.6	1	30.213041452414	21.7130639620383
"Guazuma ulmifolia"	"June"	2011	0.25	"242gu.ul.r1"	2	1	"filling"	1	0.4	0.25	0.23	0.15	1	NA	0.745
"Guazuma ulmifolia"	"November"	2011	0.75	"242gu.ul.r1"	2	1	"filling"	1	0.38	0.12	0.18	0.2	1	NA	0.604
"Guazuma ulmifolia"	"June"	2012	1.25	"242gu.ul.r1"	2	1	"filling"	1	2.05	1.72	1.58	0.8	1	NA	4.341
"Guazuma ulmifolia"	"November"	2012	1.75	"242gu.ul.r1"	2	1	"filling"	1	3.5	2.95	3.38	0.7	1	NA	7.549
"Guazuma ulmifolia"	"May"	2013	2.25	"242gu.ul.r1"	2	1	"filling"	1	4.6	4.3	3.2	1.5	1	NA	10.12
"Guazuma ulmifolia"	"November"	2013	2.75	"242gu.ul.r1"	2	1	"filling"	1	2	0.1	0.1	0.5	1	8.276057041	10.789
"Guazuma ulmifolia"	"June"	2014	3.25	"242gu.ul.r1"	2	1	"filling"	1	4.8	3.9	3.2	0.5	1	8.148733086	11.307
"Guazuma ulmifolia"	"December"	2014	3.75	"242gu.ul.r1"	2	1	"filling"	1	6.05	4.54	3.76	3	1	11.6617899801302	11.87
"Guazuma ulmifolia"	"August"	2019	8.25	"242gu.ul.r1"	2	1	"filling"	1	13	7.66	7.42	6.7	1	23.9394641761779	18.1873648165154
"Guazuma ulmifolia"	"June"	2011	0.5	"244gu.ul"	2	1	"filling"	1	0.65	0.32	0.24	0.5	1	NA	0.992
"Guazuma ulmifolia"	"November"	2011	1	"244gu.ul"	2	1	"filling"	1	0.35	0.15	0.4	0.2	1	NA	0.382
"Guazuma ulmifolia"	"June"	2012	1.5	"244gu.ul"	2	1	"filling"	1	1.6	0.98	1.1	0.7	1	NA	3.476
"Guazuma ulmifolia"	"November"	2012	2	"244gu.ul"	2	1	"filling"	1	2.75	1.93	2.3	1	1	NA	6.754
"Guazuma ulmifolia"	"May"	2013	2.5	"244gu.ul"	2	1	"filling"	1	3.3	2.9	2.8	1.4	1	6.178394891	8.757
"Guazuma ulmifolia"	"November"	2013	3	"244gu.ul"	2	1	"filling"	1	1.5	0.1	0.1	1.3	1	6.620845633	9.35
"Guazuma ulmifolia"	"June"	2014	3.5	"244gu.ul"	2	1	"filling"	1	2.6	1.8	1.7	1	1	NA	3.497
"Guazuma ulmifolia"	"December"	2014	4	"244gu.ul"	2	1	"filling"	1	3.35	2.81	2.93	1.75	1	NA	5.29
"Guazuma ulmifolia"	"August"	2019	8.5	"244gu.ul"	2	1	"filling"	1	12.7	5.64	4.56	7.7	1	21.1165924442044	16.6009339788752
"Guazuma ulmifolia"	"June"	2011	0.5	"245gu.ul"	2	1	"filling"	1	1.6	1.14	1.3	0.85	1	NA	2.767
"Guazuma ulmifolia"	"November"	2011	1	"245gu.ul"	2	1	"filling"	1	0.6	0.27	0.4	0.3	1	NA	3.043
"Guazuma ulmifolia"	"June"	2012	1.5	"245gu.ul"	2	1	"filling"	1	2.95	1.98	2.17	0.6	1	NA	4.882
"Guazuma ulmifolia"	"November"	2012	2	"245gu.ul"	2	1	"filling"	1	4.1	3.46	4.02	1.15	1	NA	8.201
"Guazuma ulmifolia"	"May"	2013	2.5	"245gu.ul"	2	1	"filling"	1	5.75	3.9	4.2	2	1	14.0083837621574	10.744
"Guazuma ulmifolia"	"November"	2013	3	"245gu.ul"	2	1	"filling"	1	4.9	3.14	4	2.7	1	15.8507456946744	10.675
"Guazuma ulmifolia"	"June"	2014	3.5	"245gu.ul"	2	1	"filling"	1	6.75	3.07	4.3	2	1	17.1169051034723	11.672
"Guazuma ulmifolia"	"December"	2014	4	"245gu.ul"	2	1	"filling"	1	8.1	4.6	4.57	3	1	21.066343706092	13.62
"Guazuma ulmifolia"	"August"	2019	8.5	"245gu.ul"	2	1	"filling"	1	16.1	7.72	8.88	8.1	1	34.3034251309636	24.0118261523042
"Guazuma ulmifolia"	"June"	2011	0.5	"246gu.ul"	2	1	"filling"	1	1.35	0.9	1.18	0.6	1	NA	2.906
"Guazuma ulmifolia"	"November"	2011	1	"246gu.ul"	2	1	"filling"	1	0.72	0.29	0.19	0.4	1	NA	0.523
"Guazuma ulmifolia"	"June"	2012	1.5	"246gu.ul"	2	1	"filling"	1	2.2	1.64	1.9	1	1	NA	4.408
"Guazuma ulmifolia"	"November"	2012	2	"246gu.ul"	2	1	"filling"	1	3.1	3.1	3.02	0.9	1	NA	6.706
"Guazuma ulmifolia"	"May"	2013	2.5	"246gu.ul"	2	1	"filling"	1	4.1	3.93	3.7	0.5	1	NA	8.607
"Guazuma ulmifolia"	"November"	2013	3	"246gu.ul"	2	1	"filling"	1	3.5	3.15	2.9	1.75	1	9.76853575327192	8.528
"Guazuma ulmifolia"	"June"	2014	3.5	"246gu.ul"	2	1	"filling"	1	7.5	4.75	3.8	3.5	1	12.6947793150739	13.634
"Guazuma ulmifolia"	"December"	2014	4	"246gu.ul"	2	1	"filling"	1	7.75	4.84	4.74	3.75	1	14.63020939112	10.33
"Guazuma ulmifolia"	"August"	2019	8.5	"246gu.ul"	2	1	"filling"	1	13.9	9.02	8.8	6.6	1	25.9081761327429	19.2937648427547
"Guazuma ulmifolia"	"June"	2011	0.25	"248gu.ul.r1"	2	1	"filling"	1	0.45	0.07	0.19	0.25	1	NA	0.727
"Guazuma ulmifolia"	"November"	2011	0.75	"248gu.ul.r1"	2	1	"filling"	1	0.33	0.17	0.18	0.2	1	NA	0.358
"Guazuma ulmifolia"	"June"	2012	1.25	"248gu.ul.r1"	2	1	"filling"	1	1.85	1.16	1.2	0.7	1	NA	3.686
"Guazuma ulmifolia"	"November"	2012	1.75	"248gu.ul.r1"	2	1	"filling"	1	3.1	2.6	2.73	0.8	1	NA	7.149
"Guazuma ulmifolia"	"May"	2013	2.25	"248gu.ul.r1"	2	1	"filling"	1	4	2.86	3.1	1.6	1	7.130141451	9.342
"Guazuma ulmifolia"	"November"	2013	2.75	"248gu.ul.r1"	2	1	"filling"	1	2.2	1.2	1.1	1.6	1	7.862254189	9.826
"Guazuma ulmifolia"	"June"	2014	3.25	"248gu.ul.r1"	2	1	"filling"	1	4.1	2.42	3.21	1.25	1	NA	10.295
"Guazuma ulmifolia"	"December"	2014	3.75	"248gu.ul.r1"	2	1	"filling"	1	3.3	3.19	3.15	2.7	1	5.220282133	11.46
"Guazuma ulmifolia"	"August"	2019	8.25	"248gu.ul.r1"	2	1	"filling"	1	12.3	4.93	6.44	5.3	1	22.0746012735616	17.1393271096751
"Guazuma ulmifolia"	"June"	2011	0.5	"249gu.ul"	2	2	"filling"	1	1.05	0.65	0.64	0.47	1	NA	2.026
"Guazuma ulmifolia"	"November"	2011	1	"249gu.ul"	2	2	"filling"	1	0.62	0.25	0.31	0.3	1	NA	0.685
"Guazuma ulmifolia"	"June"	2012	1.5	"249gu.ul"	2	2	"filling"	1	1.8	1.77	1.8	0.65	1	NA	4.177
"Guazuma ulmifolia"	"November"	2012	2	"249gu.ul"	2	2	"filling"	1	3.1	3.32	3.2	1	1	NA	7.464
"Guazuma ulmifolia"	"May"	2013	2.5	"249gu.ul"	2	2	"filling"	1	3.8	3.5	3.86	1.6	1	6.429859701	9.466
"Guazuma ulmifolia"	"November"	2013	3	"249gu.ul"	2	2	"filling"	1	2.8	2.2	2.3	1.5	1	7.384789359	10.983
"Guazuma ulmifolia"	"June"	2014	3.5	"249gu.ul"	2	2	"filling"	1	5.2	3.9	4.2	1.75	1	13.68732511	16.647
"Guazuma ulmifolia"	"December"	2014	4	"249gu.ul"	2	2	"filling"	1	6.75	5	4.36	3	1	17.5458056976977	12.79
"Guazuma ulmifolia"	"August"	2019	8.5	"249gu.ul"	2	2	"filling"	1	11	6.61	6.11	5.5	1	30.7760230761125	22.0294550324309
"Guazuma ulmifolia"	"June"	2011	0.5	"3810gu.ul"	3	2	"filling"	1	1.03	0.48	0.29	0.8	1	NA	1.906
"Guazuma ulmifolia"	"November"	2011	1	"3810gu.ul"	3	2	"filling"	1	0.65	0.3	0.35	0.35	1	NA	0.772
"Guazuma ulmifolia"	"June"	2012	1.5	"3810gu.ul"	3	2	"filling"	1	1.85	1.42	1.36	0.9	1	NA	3.807
"Guazuma ulmifolia"	"November"	2012	2	"3810gu.ul"	3	2	"filling"	1	1.75	2.04	2.05	1.2	1	NA	4.513
"Guazuma ulmifolia"	"May"	2013	2.5	"3810gu.ul"	3	2	"filling"	1	4.45	2.9	3.15	2.5	1	5.98422586	7.143
"Guazuma ulmifolia"	"November"	2013	3	"3810gu.ul"	3	2	"filling"	1	3.6	2.3	2.62	2	1	6.047887837	7.353
"Guazuma ulmifolia"	"June"	2014	3.5	"3810gu.ul"	3	2	"filling"	1	6.5	4.02	4.13	3.7	1	8.148733086	9.058
"Guazuma ulmifolia"	"December"	2014	4	"3810gu.ul"	3	2	"filling"	1	7.25	3.74	4.35	3.25	1	9.994930426	9.85
"Guazuma ulmifolia"	"August"	2019	8.5	"3810gu.ul"	3	2	"filling"	1	12.1	4.1	5.45	7.2	1	16.7493924107194	14.1466032599869
"Guazuma ulmifolia"	"June"	2011	0.5	"3812gu.ul"	3	2	"filling"	1	1.15	0.64	0.85	0.55	1	NA	2.434
"Guazuma ulmifolia"	"November"	2011	1	"3812gu.ul"	3	2	"filling"	1	0.6	0.34	0.46	0.35	1	NA	0.71
"Guazuma ulmifolia"	"June"	2012	1.5	"3812gu.ul"	3	2	"filling"	1	2.2	1.75	1.5	0.6	1	NA	4.492
"Guazuma ulmifolia"	"November"	2012	2	"3812gu.ul"	3	2	"filling"	1	3.1	2.5	2.3	0.9	1	NA	4.421
"Guazuma ulmifolia"	"May"	2013	2.5	"3812gu.ul"	3	2	"filling"	1	5	3.7	3.85	2.5	1	8.71407832630435	7.475
"Guazuma ulmifolia"	"November"	2013	3	"3812gu.ul"	3	2	"filling"	1	4	3.2	3.24	2	1	8.24785079309963	8.824
"Guazuma ulmifolia"	"June"	2014	3.5	"3812gu.ul"	3	2	"filling"	1	6.5	4.8	4.76	2.5	1	12.6740108768602	7.929
"Guazuma ulmifolia"	"December"	2014	4	"3812gu.ul"	3	2	"filling"	1	7.75	4.4	4.45	4.25	1	14.6821966157176	10.04
"Guazuma ulmifolia"	"August"	2019	8.5	"3812gu.ul"	3	2	"filling"	1	12	6.99	6.94	5	1	26.3169905297166	19.5235151919769
"Guazuma ulmifolia"	"June"	2011	0.5	"3813gu.ul"	3	2	"filling"	1	1.28	0.87	0.84	0.6	1	NA	2.222
"Guazuma ulmifolia"	"November"	2011	1	"3813gu.ul"	3	2	"filling"	1	0.8	0.46	0.44	0.25	1	NA	1.266
"Guazuma ulmifolia"	"June"	2012	1.5	"3813gu.ul"	3	2	"filling"	1	1.7	1.12	1.32	0.65	1	NA	4.375
"Guazuma ulmifolia"	"November"	2012	2	"3813gu.ul"	3	2	"filling"	1	2.1	1.9	1.94	1.25	1	NA	5.035
"Guazuma ulmifolia"	"May"	2013	2.5	"3813gu.ul"	3	2	"filling"	1	4	3.25	2.95	1.75	1	NA	7.34
"Guazuma ulmifolia"	"November"	2013	3	"3813gu.ul"	3	2	"filling"	1	3	2.7	2.3	1	1	5.570423008	7.75
"Guazuma ulmifolia"	"June"	2014	3.5	"3813gu.ul"	3	2	"filling"	1	5.5	4.03	2.7	1	1	9.32599078067731	8.238
"Guazuma ulmifolia"	"December"	2014	4	"3813gu.ul"	3	2	"filling"	1	7.25	3.04	2.66	3.25	1	11.2077629630813	8.89
"Guazuma ulmifolia"	"August"	2019	8.5	"3813gu.ul"	3	2	"filling"	1	10.9	4.46	3.81	3.9	1	18.9521396109478	15.3845291800304
"Guazuma ulmifolia"	"June"	2011	0.5	"3814gu.ul"	3	2	"filling"	1	1.2	0.4	0.63	0.8	1	NA	2.915
"Guazuma ulmifolia"	"November"	2011	1	"3814gu.ul"	3	2	"filling"	1	0.75	0.53	0.5	0.4	1	NA	1.094
"Guazuma ulmifolia"	"June"	2012	1.5	"3814gu.ul"	3	2	"filling"	1	1.8	2.15	2.5	1.2	1	NA	5.515
"Guazuma ulmifolia"	"November"	2012	2	"3814gu.ul"	3	2	"filling"	1	2.8	2.91	2.9	1.3	1	NA	6.752
"Guazuma ulmifolia"	"May"	2013	2.5	"3814gu.ul"	3	2	"filling"	1	3.75	4	4.15	2.5	1	5.411268065	8.462
"Guazuma ulmifolia"	"November"	2013	3	"3814gu.ul"	3	2	"filling"	1	3.75	2.8	3.15	1.7	1	5.665915974	9.135
"Guazuma ulmifolia"	"June"	2014	3.5	"3814gu.ul"	3	2	"filling"	1	5.85	3.93	4.12	2	1	8.23284999311792	8.948
"Guazuma ulmifolia"	"December"	2014	4	"3814gu.ul"	3	2	"filling"	1	6.1	4.7	4.47	3.75	1	11.0091053167931	9.11
"Guazuma ulmifolia"	"August"	2019	8.5	"3814gu.ul"	3	2	"filling"	1	12.8	5.21	4.94	6.8	1	19.8739856113697	15.9025990965838
"Guazuma ulmifolia"	"June"	2011	0.5	"3816gu.ul"	3	2	"filling"	1	0.76	0.47	0.34	0.5	1	NA	1.375
"Guazuma ulmifolia"	"November"	2011	1	"3816gu.ul"	3	2	"filling"	1	1	0.33	0.3	0.65	1	NA	1.108
"Guazuma ulmifolia"	"June"	2012	1.5	"3816gu.ul"	3	2	"filling"	1	2.6	1.72	1.64	1.5	1	NA	5.836
"Guazuma ulmifolia"	"November"	2012	2	"3816gu.ul"	3	2	"filling"	1	3.55	2	2.18	1.2	1	NA	6.236
"Guazuma ulmifolia"	"May"	2013	2.5	"3816gu.ul"	3	2	"filling"	1	5.1	3	2.98	2.5	1	8.339719018	9.751
"Guazuma ulmifolia"	"November"	2013	3	"3816gu.ul"	3	2	"filling"	1	4	0.45	0.53	2	1	8.912676813	10.375
"Guazuma ulmifolia"	"June"	2014	3.5	"3816gu.ul"	3	2	"filling"	1	4.4	2.7	2.92	1.3	1	5.920563883	10.688
"Guazuma ulmifolia"	"December"	2014	4	"3816gu.ul"	3	2	"filling"	1	4.65	2.9	6.4	3	1	NA	11.13
"Guazuma ulmifolia"	"August"	2019	8.5	"3816gu.ul"	3	2	"filling"	1	8.9	4.64	4.95	1.5	1	16.7233907168954	14.1319905206102
"Guazuma ulmifolia"	"June"	2011	0.5	"3817gu.ul"	3	3	"filling"	1	0.76	0.38	0.36	0.7	1	NA	2.048
"Guazuma ulmifolia"	"November"	2011	1	"3817gu.ul"	3	3	"filling"	1	0.51	0.26	0.2	0.3	1	NA	0.645
"Guazuma ulmifolia"	"June"	2012	1.5	"3817gu.ul"	3	3	"filling"	1	1.8	1.2	1.43	0.85	1	NA	2.854
"Guazuma ulmifolia"	"November"	2012	2	"3817gu.ul"	3	3	"filling"	1	2	1.64	1.5	1.5	1	NA	3.332
"Guazuma ulmifolia"	"May"	2013	2.5	"3817gu.ul"	3	3	"filling"	1	3.2	2.8	2.8	1.5	1	NA	5.917
"Guazuma ulmifolia"	"November"	2013	3	"3817gu.ul"	3	3	"filling"	1	0.9	0.5	0.4	0.3	1	NA	5.644
"Guazuma ulmifolia"	"June"	2014	3.5	"3817gu.ul"	3	3	"filling"	1	3.15	2	1.9	1.3	1	NA	3.859
"Guazuma ulmifolia"	"December"	2014	4	"3817gu.ul"	3	3	"filling"	1	4.3	2.3	1.9	2	1	NA	6.62
"Guazuma ulmifolia"	"August"	2019	8.5	"3817gu.ul"	3	3	"filling"	1	5.7	4.21	3.25	2.3	1	11.5581997138899	11.2291954000749
"Guazuma ulmifolia"	"June"	2011	0.5	"3818gu.ul"	3	3	"filling"	1	0.66	0.06	0.2	0.2	1	NA	0.398
"Guazuma ulmifolia"	"November"	2011	1	"3818gu.ul"	3	3	"filling"	1	0.4	0.28	0.36	0.25	1	NA	0.69
"Guazuma ulmifolia"	"June"	2012	1.5	"3818gu.ul"	3	3	"filling"	1	1.45	1.03	1.13	0.9	1	NA	2.823
"Guazuma ulmifolia"	"November"	2012	2	"3818gu.ul"	3	3	"filling"	1	1.9	1.48	1.1	0.85	1	NA	3.212
"Guazuma ulmifolia"	"May"	2013	2.5	"3818gu.ul"	3	3	"filling"	1	3.5	2.3	2.4	1.75	1	NA	5.89
"Guazuma ulmifolia"	"November"	2013	3	"3818gu.ul"	3	3	"filling"	1	3.3	1.22	1.1	1.5	1	NA	5.468
"Guazuma ulmifolia"	"June"	2014	3.5	"3818gu.ul"	3	3	"filling"	1	4.8	1.92	2.11	1.5	1	5.474930042	6.862
"Guazuma ulmifolia"	"December"	2014	4	"3818gu.ul"	3	3	"filling"	1	5.25	2.48	2.25	3	1	5.602253997	7.87
"Guazuma ulmifolia"	"August"	2019	8.5	"3818gu.ul"	3	3	"filling"	1	7.5	3.29	3.48	3.9	1	8.689859893	9.61721186814523
"Guazuma ulmifolia"	"June"	2011	0.5	"381gu.ul"	3	1	"filling"	1	1.15	0.8	0.66	0.55	1	NA	3.059
"Guazuma ulmifolia"	"November"	2011	1	"381gu.ul"	3	1	"filling"	1	0.85	0.45	0.36	0.4	1	NA	1.108
"Guazuma ulmifolia"	"June"	2012	1.5	"381gu.ul"	3	1	"filling"	1	1.9	1.6	1.36	0.7	1	NA	4.477
"Guazuma ulmifolia"	"November"	2012	2	"381gu.ul"	3	1	"filling"	1	2.6	2.24	2.02	1.35	1	NA	5.186
"Guazuma ulmifolia"	"May"	2013	2.5	"381gu.ul"	3	1	"filling"	1	3.75	3.2	2.8	0.6	1	NA	7.126
"Guazuma ulmifolia"	"November"	2013	3	"381gu.ul"	3	1	"filling"	1	2.55	0.94	1.1	1.25	1	5.474930042	8.27
"Guazuma ulmifolia"	"June"	2014	3.5	"381gu.ul"	3	1	"filling"	1	4.1	2.71	2.8	1.75	1	8.085071109	9.27732551541827
"Guazuma ulmifolia"	"December"	2014	4	"381gu.ul"	3	1	"filling"	1	5.35	3.1	3.33	2.75	1	9.421972631	9.97
"Guazuma ulmifolia"	"August"	2019	8.5	"381gu.ul"	3	1	"filling"	1	13.4	5.22	5.57	6.9	1	15.6608464	13.5348493003452
"Guazuma ulmifolia"	"June"	2011	0.5	"3820gu.ul"	3	3	"filling"	1	0.85	0.36	0.51	0.4	1	NA	1.749
"Guazuma ulmifolia"	"November"	2011	1	"3820gu.ul"	3	3	"filling"	1	0.55	0.37	0.45	0.25	1	NA	0.744
"Guazuma ulmifolia"	"June"	2012	1.5	"3820gu.ul"	3	3	"filling"	1	2.15	1.8	1.45	1	1	NA	4.416
"Guazuma ulmifolia"	"November"	2012	2	"3820gu.ul"	3	3	"filling"	1	3.2	2.35	1.72	1.15	1	NA	5.263
"Guazuma ulmifolia"	"May"	2013	2.5	"3820gu.ul"	3	3	"filling"	1	5.05	3.5	3.74	2.7	1	7.639437268	9
"Guazuma ulmifolia"	"November"	2013	3	"3820gu.ul"	3	3	"filling"	1	4.35	2.8	2.2	1.75	1	NA	10.704
"Guazuma ulmifolia"	"June"	2014	3.5	"3820gu.ul"	3	3	"filling"	1	7.65	3.7	3.46	2	1	9.867606472	9.943
"Guazuma ulmifolia"	"December"	2014	4	"3820gu.ul"	3	3	"filling"	1	7.8	3.5	3	3.4	1	10.88619811	10.65
"Guazuma ulmifolia"	"August"	2019	8.5	"3820gu.ul"	3	3	"filling"	1	10	3.96	3.34	7.4	1	17.50704374	14.5723971135778
"Guazuma ulmifolia"	"June"	2011	0.5	"3821gu.ul"	3	3	"filling"	1	0.73	0.77	0.47	0.35	1	NA	2.009
"Guazuma ulmifolia"	"November"	2011	1	"3821gu.ul"	3	3	"filling"	1	0.7	0.43	0.39	0.3	1	NA	0.963
"Guazuma ulmifolia"	"June"	2012	1.5	"3821gu.ul"	3	3	"filling"	1	1.85	1.3	1.5	1.1	1	NA	4.396
"Guazuma ulmifolia"	"November"	2012	2	"3821gu.ul"	3	3	"filling"	1	2.7	1.9	1.88	1.4	1	NA	6.155
"Guazuma ulmifolia"	"May"	2013	2.5	"3821gu.ul"	3	3	"filling"	1	4.5	3.4	3.22	1.45	1	7.957747155	9.897
"Guazuma ulmifolia"	"November"	2013	3	"3821gu.ul"	3	3	"filling"	1	3.3	3.1	2.4	1.25	1	8.371550007	9.638
"Guazuma ulmifolia"	"June"	2014	3.5	"3821gu.ul"	3	3	"filling"	1	6.15	4.04	3.22	2.5	1	11.14084602	10.285
"Guazuma ulmifolia"	"December"	2014	4	"3821gu.ul"	3	3	"filling"	1	7	4.22	3.44	3.25	1	12.8597194	12.2
"Guazuma ulmifolia"	"August"	2019	8.5	"3821gu.ul"	3	3	"filling"	1	14.7	7.46	7.52	8	1	22.12253709	17.1662666466594
"Guazuma ulmifolia"	"June"	2011	0.5	"3822gu.ul"	3	3	"filling"	1	1.45	0.91	0.99	0.7	1	NA	2.619
"Guazuma ulmifolia"	"November"	2011	1	"3822gu.ul"	3	3	"filling"	1	0.25	0.25	0.28	0.1	1	NA	0.433
"Guazuma ulmifolia"	"June"	2012	1.5	"3822gu.ul"	3	3	"filling"	1	2.2	2.05	2.25	0.65	1	NA	4.737
"Guazuma ulmifolia"	"November"	2012	2	"3822gu.ul"	3	3	"filling"	1	3.25	3.1	3.2	1.3	1	NA	6.544
"Guazuma ulmifolia"	"May"	2013	2.5	"3822gu.ul"	3	3	"filling"	1	4.5	4.88	4.48	2.5	1	10.8131700220787	10.765
"Guazuma ulmifolia"	"November"	2013	3	"3822gu.ul"	3	3	"filling"	1	3.75	3.6	3.2	2	1	11.5131854193381	11.031
"Guazuma ulmifolia"	"June"	2014	3.5	"3822gu.ul"	3	3	"filling"	1	5.75	5.23	5.78	2	1	14.5557789422954	13.126
"Guazuma ulmifolia"	"December"	2014	4	"3822gu.ul"	3	3	"filling"	1	7.35	5.25	5.34	3.25	1	16.9603918938554	14.8
"Guazuma ulmifolia"	"August"	2019	8.5	"3822gu.ul"	3	3	"filling"	1	13.9	11.42	10.25	9.5	1	30.1051156400972	21.6524105377621
"Guazuma ulmifolia"	"June"	2011	0.5	"3824gu.ul"	3	3	"filling"	1	1.33	0.61	0.7	0.68	1	NA	3.101
"Guazuma ulmifolia"	"November"	2011	1	"3824gu.ul"	3	3	"filling"	1	0.85	0.34	0.45	0.4	1	NA	0.951
"Guazuma ulmifolia"	"June"	2012	1.5	"3824gu.ul"	3	3	"filling"	1	2.7	2.26	2.23	1.5	1	NA	5.437
"Guazuma ulmifolia"	"November"	2012	2	"3824gu.ul"	3	3	"filling"	1	3.5	3	2.84	1.25	1	NA	6.875
"Guazuma ulmifolia"	"May"	2013	2.5	"3824gu.ul"	3	3	"filling"	1	5.35	4.4	4.5	1.75	1	12.9617411586307	9.737
"Guazuma ulmifolia"	"November"	2013	3	"3824gu.ul"	3	3	"filling"	1	5.5	3.55	3.8	3	1	14.1663635143328	10.207
"Guazuma ulmifolia"	"June"	2014	3.5	"3824gu.ul"	3	3	"filling"	1	8	5.3	4.4	3	1	17.497318115241	11.487
"Guazuma ulmifolia"	"December"	2014	4	"3824gu.ul"	3	3	"filling"	1	8.75	5.1	4.5	3.25	1	19.1531584214344	13.24
"Guazuma ulmifolia"	"August"	2019	8.5	"3824gu.ul"	3	3	"filling"	1	13.4	9.97	12.35	7.8	1	31.4346121855685	22.3995767282702
"Guazuma ulmifolia"	"June"	2011	0.5	"382gu.ul"	3	1	"filling"	1	1.2	0.93	0.97	0.5	1	NA	3.04
"Guazuma ulmifolia"	"November"	2011	1	"382gu.ul"	3	1	"filling"	1	0.85	0.46	0.6	0.3	1	NA	1.291
"Guazuma ulmifolia"	"June"	2012	1.5	"382gu.ul"	3	1	"filling"	1	2.6	1.77	1.81	1.5	1	NA	4.63
"Guazuma ulmifolia"	"November"	2012	2	"382gu.ul"	3	1	"filling"	1	3.65	2.6	2.63	1.2	1	NA	8.609
"Guazuma ulmifolia"	"May"	2013	2.5	"382gu.ul"	3	1	"filling"	1	5.3	3.43	3.4	0.6	1	10.154434606326	7.24
"Guazuma ulmifolia"	"November"	2013	3	"382gu.ul"	3	1	"filling"	1	5.7	2.64	2.9	1.8	1	11.4116646868401	14.8
"Guazuma ulmifolia"	"June"	2014	3.5	"382gu.ul"	3	1	"filling"	1	8	4.06	3.61	2.5	1	14.4278323207755	12.887
"Guazuma ulmifolia"	"December"	2014	4	"382gu.ul"	3	1	"filling"	1	9.5	3.7	4.27	4.25	1	16.0902420210893	14.83
"Guazuma ulmifolia"	"August"	2019	8.5	"382gu.ul"	3	1	"filling"	1	18.1	8.46	7.71	13.9	1	25.9192641698634	19.2999962289766
"Guazuma ulmifolia"	"June"	2011	0.5	"384gu.ul"	3	1	"filling"	1	0.55	NA	NA	NA	1	NA	1.17
"Guazuma ulmifolia"	"November"	2011	1	"384gu.ul"	3	1	"filling"	1	0.07	0.07	0.1	0.04	1	NA	0.206
"Guazuma ulmifolia"	"June"	2012	1.5	"384gu.ul"	3	1	"filling"	1	0.5	0.03	0.02	0.45	1	NA	0.501
"Guazuma ulmifolia"	"November"	2012	2	"384gu.ul"	3	1	"filling"	1	0.6	0.2	0.11	0.4	1	NA	0.443
"Guazuma ulmifolia"	"May"	2013	2.5	"384gu.ul"	3	1	"filling"	1	0.65	0.34	0.28	0.6	1	NA	1.001
"Guazuma ulmifolia"	"November"	2013	3	"384gu.ul"	3	1	"filling"	1	0.1	0.15	0.12	0.05	1	NA	0.25
"Guazuma ulmifolia"	"June"	2014	3.5	"384gu.ul"	3	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Guazuma ulmifolia"	"December"	2014	4	"384gu.ul"	3	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Guazuma ulmifolia"	"August"	2019	8.5	"384gu.ul"	3	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Guazuma ulmifolia"	"June"	2011	0.5	"385gu.ul"	3	1	"filling"	1	0.4	0.04	0.03	0.15	1	NA	0.887
"Guazuma ulmifolia"	"November"	2011	1	"385gu.ul"	3	1	"filling"	1	0.15	0.1	0.13	0.1	1	NA	0.348
"Guazuma ulmifolia"	"June"	2012	0.5	"385gu.ul.r3"	3	1	"filling"	1	0.75	0.45	0.48	0.6	1	NA	1.613
"Guazuma ulmifolia"	"November"	2012	1	"385gu.ul.r3"	3	1	"filling"	1	0.95	0.69	0.87	0.85	1	NA	2.014
"Guazuma ulmifolia"	"May"	2013	1.5	"385gu.ul.r3"	3	1	"filling"	1	1.65	1.33	1.18	1.1	1	NA	3.004
"Guazuma ulmifolia"	"November"	2013	2	"385gu.ul.r3"	3	1	"filling"	1	1.35	0.9	0.89	0.75	1	NA	3.266
"Guazuma ulmifolia"	"June"	2014	2.5	"385gu.ul.r3"	3	1	"filling"	1	3.1	2.34	2.3	2	1	NA	5.59
"Guazuma ulmifolia"	"December"	2014	3	"385gu.ul.r3"	3	1	"filling"	1	4.25	3.08	3.25	2	1	NA	7.15
"Guazuma ulmifolia"	"August"	2019	7.5	"385gu.ul.r3"	3	1	"filling"	1	10.4	5.29	4.89	5.9	1	13.05070533	12.067971355755
"Guazuma ulmifolia"	"June"	2011	0.5	"386gu.ul"	3	1	"filling"	1	0.55	NA	NA	NA	1	NA	1.046
"Guazuma ulmifolia"	"November"	2011	1	"386gu.ul"	3	1	"filling"	1	0.3	0.17	0.16	0.15	1	NA	0.362
